NIK,Jenis Pekerjaan,Jumlah Penghasilan,Jumlah Tanggungan,Kondisi Rumah,Kepemilikan Rumah,Jaringan Listrik,Sumber Air,Umur,Ranking,Status kelayakan
1234561034774841,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,>50,"0,7585",Tidak Layak
1234561034774842,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,Air Sungai ,>50,"0,779",Tidak Layak
1234561034774843,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>50,"0,754",Tidak Layak
1234561034774844,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,Air Sungai ,>50,"0,7625",Tidak Layak
1234561034774845,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,Air Sumur,>50,"0,7665",Tidak Layak
1234561034774846,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Tidak Ada,PDAM,>50,"0,754",Tidak Layak
1234561034774847,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,Air Sungai ,>50,"0,746",Tidak Layak
1234561034774848,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,Air Sumur,>50,"0,75",Tidak Layak
1234561034774849,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Sewa,PDAM,>50,"0,7375",Tidak Layak
1234561034774850,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,Air Sumur,>50,"0,7335",Tidak Layak
1234561034774851,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Sewa,Milik Sendiri,PDAM,>50,"0,721",Tidak Layak
1234561034774852,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,PDAM,>50,"0,746",Tidak Layak
1234561034774853,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Milik Sendiri,PDAM,>50,"0,696",Tidak Layak
1234561034774854,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>50,"0,7415",Tidak Layak
1234561034774855,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Tidak Ada,PDAM,>50,"0,729",Tidak Layak
1234561034774856,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,Air Sungai ,>50,"0,7375",Tidak Layak
1234561034774857,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>50,"0,721",Tidak Layak
1234561034774858,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,Air Sumur,>50,"0,725",Tidak Layak
1234561034774859,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Milik Sendiri,Sewa,PDAM,>50,"0,7125",Tidak Layak
1234561034774860,Buruh,>2.000.000 s/d <= 5.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,>50,"0,7585",Tidak Layak
1234561034774861,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,Air Sungai ,<25,"0,6915",Tidak Layak
1234561034774862,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,Air Sumur,<25,"0,679",Tidak Layak
1234561034774863,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,PDAM,<25,"0,6665",Tidak Layak
1234561034774864,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,Air Sungai ,<25,"0,675",Tidak Layak
1234561034774865,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sungai ,<25,"0,6585",Tidak Layak
1234561034774866,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,Air Sumur,<25,"0,6625",Tidak Layak
1234561034774867,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,PDAM,<25,"0,65",Tidak Layak
1234561034774868,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sumur,<25,"0,646",Tidak Layak
1234561034774869,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,Air Sungai ,<25,"0,6665",Tidak Layak
1234561034774870,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,<25,"0,6415",Tidak Layak
1234561034774871,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,Air Sungai ,<25,"0,65",Tidak Layak
1234561034774872,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,Air Sumur,<25,"0,654",Tidak Layak
1234561034774873,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,PDAM,<25,"0,6415",Tidak Layak
1234561034774874,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,Air Sungai ,<25,"0,6335",Tidak Layak
1234561034774875,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,Air Sumur,<25,"0,6375",Tidak Layak
1234561034774876,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,PDAM,<25,"0,625",Tidak Layak
1234561034774877,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,Air Sumur,<25,"0,621",Tidak Layak
1234561034774878,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,PDAM,<25,"0,6085",Tidak Layak
1234561034774879,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,PDAM,<25,"0,6335",Tidak Layak
1234561034774880,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Milik Sendiri,PDAM,<25,"0,5835",Tidak Layak
1234561034774881,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,629",Tidak Layak
1234561034774882,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,PDAM,<25,"0,6165",Tidak Layak
1234561034774883,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,Air Sungai ,<25,"0,625",Tidak Layak
1234561034774884,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,6085",Tidak Layak
1234561034774885,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,Air Sumur,<25,"0,6125",Tidak Layak
1234561034774886,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,PDAM,<25,"0,6",Tidak Layak
1234561034774887,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sumur,<25,"0,646",Tidak Layak
1234561034774888,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,754",Tidak Layak
1234561034774889,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,7415",Tidak Layak
1234561034774890,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,729",Tidak Layak
1234561034774891,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,7375",Tidak Layak
1234561034774892,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,721",Tidak Layak
1234561034774893,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,725",Tidak Layak
1234561034774894,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,PDAM,>=25 s/d <35,"0,7125",Tidak Layak
1234561034774895,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,7085",Tidak Layak
1234561034774896,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,729",Tidak Layak
1234561034774897,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,704",Tidak Layak
1234561034774898,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,7125",Tidak Layak
1234561034774899,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,7165",Tidak Layak
1234561034774900,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,704",Tidak Layak
1234561034774901,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,696",Tidak Layak
1234561034774902,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,Air Sumur,>=25 s/d <35,"0,7",Tidak Layak
1234561034774903,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,PDAM,>=25 s/d <35,"0,6875",Tidak Layak
1234561034774904,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6835",Tidak Layak
1234561034774905,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,PDAM,>=25 s/d <35,"0,671",Tidak Layak
1234561034774906,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,PDAM,>=25 s/d <35,"0,696",Tidak Layak
1234561034774907,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Milik Sendiri,PDAM,>=25 s/d <35,"0,646",Tidak Layak
1234561034774908,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6915",Tidak Layak
1234561034774909,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,PDAM,>=25 s/d <35,"0,679",Tidak Layak
1234561034774910,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,Air Sungai ,>=25 s/d <35,"0,6875",Tidak Layak
1234561034774911,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,671",Tidak Layak
1234561034774912,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,Air Sumur,>=25 s/d <35,"0,675",Tidak Layak
1234561034774913,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,PDAM,>=25 s/d <35,"0,6625",Tidak Layak
1234561034774914,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,7085",Tidak Layak
1234561034774915,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,8165",Layak
1234561034774916,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,804",Layak
1234561034774917,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,PDAM,>=35 s/d <=50,"0,7915",Tidak Layak
1234561034774918,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,Air Sungai ,>=35 s/d <=50,"0,8",Layak
1234561034774919,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,7835",Tidak Layak
1234561034774920,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,Air Sumur,>=35 s/d <=50,"0,7875",Tidak Layak
1234561034774921,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,PDAM,>=35 s/d <=50,"0,775",Tidak Layak
1234561034774922,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,771",Tidak Layak
1234561034774923,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7915",Tidak Layak
1234561034774924,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,7665",Tidak Layak
1234561034774925,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,Air Sungai ,>=35 s/d <=50,"0,775",Tidak Layak
1234561034774926,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,779",Tidak Layak
1234561034774927,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,PDAM,>=35 s/d <=50,"0,7665",Tidak Layak
1234561034774928,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,7585",Tidak Layak
1234561034774929,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,Air Sumur,>=35 s/d <=50,"0,7625",Tidak Layak
1234561034774930,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,PDAM,>=35 s/d <=50,"0,75",Tidak Layak
1234561034774931,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,746",Tidak Layak
1234561034774932,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,PDAM,>=35 s/d <=50,"0,7335",Tidak Layak
1234561034774933,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,PDAM,>=35 s/d <=50,"0,7585",Tidak Layak
1234561034774934,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Milik Sendiri,PDAM,>=35 s/d <=50,"0,7085",Tidak Layak
1234561034774935,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,754",Tidak Layak
1234561034774936,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,PDAM,>=35 s/d <=50,"0,7415",Tidak Layak
1234561034774937,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,Air Sungai ,>=35 s/d <=50,"0,75",Tidak Layak
1234561034774938,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,7335",Tidak Layak
1234561034774939,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,Air Sumur,>=35 s/d <=50,"0,7375",Tidak Layak
1234561034774940,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,PDAM,>=35 s/d <=50,"0,725",Tidak Layak
1234561034774941,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,771",Tidak Layak
1234561034774942,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,Air Sungai ,>50,"0,879",Layak
1234561034774943,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,Air Sumur,>50,"0,8665",Layak
1234561034774944,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Tidak Ada,PDAM,>50,"0,854",Layak
1234561034774945,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,Air Sungai ,>50,"0,8625",Layak
1234561034774946,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sungai ,>50,"0,846",Layak
1234561034774947,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,Air Sumur,>50,"0,85",Layak
1234561034774948,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Sewa,PDAM,>50,"0,8375",Layak
1234561034774949,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sumur,>50,"0,8335",Layak
1234561034774950,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,Air Sungai ,>50,"0,854",Layak
1234561034774951,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,Air Sungai ,>50,"0,829",Layak
1234561034774952,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,Air Sungai ,>50,"0,8375",Layak
1234561034774953,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,Air Sumur,>50,"0,8415",Layak
1234561034774954,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Tidak Ada,PDAM,>50,"0,829",Layak
1234561034774955,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,Air Sungai ,>50,"0,821",Layak
1234561034774956,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,Air Sumur,>50,"0,825",Layak
1234561034774957,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Sewa,PDAM,>50,"0,8125",Layak
1234561034774958,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,Air Sumur,>50,"0,8085",Layak
1234561034774959,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Sewa,Milik Sendiri,PDAM,>50,"0,796",Tidak Layak
1234561034774960,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,PDAM,>50,"0,821",Layak
1234561034774961,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Milik Sendiri,PDAM,>50,"0,771",Tidak Layak
1234561034774962,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,Air Sumur,>50,"0,8165",Layak
1234561034774963,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Tidak Ada,PDAM,>50,"0,804",Layak
1234561034774964,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,Air Sungai ,>50,"0,8125",Layak
1234561034774965,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Milik Sendiri,Air Sungai ,>50,"0,796",Tidak Layak
1234561034774966,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,Air Sumur,>50,"0,8",Layak
1234561034774967,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Milik Sendiri,Sewa,PDAM,>50,"0,7875",Tidak Layak
1234561034774968,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Rusak,Numpang,Milik Sendiri,Air Sumur,>50,"0,8335",Layak
1234561034774969,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Tidak Ada,Air Sungai ,<25,"0,6665",Tidak Layak
1234561034774970,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Tidak Ada,Air Sumur,<25,"0,654",Tidak Layak
1234561034774971,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Tidak Ada,PDAM,<25,"0,6415",Tidak Layak
1234561034774972,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Sewa,Air Sungai ,<25,"0,65",Tidak Layak
1234561034774973,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Milik Sendiri,Air Sungai ,<25,"0,6335",Tidak Layak
1234561034774974,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Sewa,Air Sumur,<25,"0,6375",Tidak Layak
1234561034774975,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Sewa,PDAM,<25,"0,625",Tidak Layak
1234561034774976,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Milik Sendiri,Air Sumur,<25,"0,621",Tidak Layak
1234561034774977,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Tidak Ada,Air Sungai ,<25,"0,6415",Tidak Layak
1234561034774978,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,<25,"0,6165",Tidak Layak
1234561034774979,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Sewa,Air Sungai ,<25,"0,625",Tidak Layak
1234561034774980,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Tidak Ada,Air Sumur,<25,"0,629",Tidak Layak
1234561034774981,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Tidak Ada,PDAM,<25,"0,6165",Tidak Layak
1234561034774982,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Milik Sendiri,Air Sungai ,<25,"0,6085",Tidak Layak
1234561034774983,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Sewa,Air Sumur,<25,"0,6125",Tidak Layak
1234561034774984,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Sewa,PDAM,<25,"0,6",Tidak Layak
1234561034774985,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Milik Sendiri,Air Sumur,<25,"0,596",Tidak Layak
1234561034774986,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Milik Sendiri,PDAM,<25,"0,5835",Tidak Layak
1234561034774987,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Milik Sendiri,PDAM,<25,"0,6085",Tidak Layak
1234561034774988,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Milik Sendiri,PDAM,<25,"0,5585",Tidak Layak
1234561034774989,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,604",Tidak Layak
1234561034774990,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Tidak Ada,PDAM,<25,"0,5915",Tidak Layak
1234561034774991,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Sewa,Air Sungai ,<25,"0,6",Tidak Layak
1234561034774992,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,5835",Tidak Layak
1234561034774993,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Sewa,Air Sumur,<25,"0,5875",Tidak Layak
1234561034774994,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Sewa,PDAM,<25,"0,575",Tidak Layak
1234561034774995,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Milik Sendiri,Air Sumur,<25,"0,621",Tidak Layak
1234561034774996,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,729",Tidak Layak
1234561034774997,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,7165",Tidak Layak
1234561034774998,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,704",Tidak Layak
1234561034774999,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,7125",Tidak Layak
1234561034775000,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,696",Tidak Layak
1234561034775001,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,7",Tidak Layak
1234561034775002,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Sewa,PDAM,>=25 s/d <35,"0,6875",Tidak Layak
1234561034775003,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,6835",Tidak Layak
1234561034775004,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,704",Tidak Layak
1234561034775005,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,679",Tidak Layak
1234561034775006,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,6875",Tidak Layak
1234561034775007,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,6915",Tidak Layak
1234561034775008,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,679",Tidak Layak
1234561034775009,Buruh,>2.000.000 s/d <= 5.000.000,4 atau lebih,Cukup,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,671",Tidak Layak
